Name,GrammyAward, DB Row , Peak_chart , Week_chart ,Genre
Might Be,0," 1,556 ", 78 , 10 ,Rap
Pt. 2,0," 1,557 ", 54 , 3 ,Experimental
Jimmy Choo,0," 1,558 ", 65 , 11 ,Rap
Fast Car,0," 1,559 ", 98 , 5 ,Dance-Pop
Die A Happy Man,0," 1,560 ", 21 , 30 ,Country
Nobody To Blame,0," 1,561 ", 68 , 15 ,Country
Waves,0," 1,562 ", 71 , 2 ,DMV
Sugar,0," 1,563 ", 44 , 15 ,Electronic
Ultralight Beam,0," 1,564 ", 67 , 2 ,Hip-Hop
Victorious,0," 1,565 ", 89 , 4 ,Rock
When We Were Young,0," 1,567 ", 14 , 20 ,Piano
FML,0," 1,568 ", -   , -   ,Alternative R&;B
Tennessee Whiskey,0," 1,569 ", 20 , 6 ,Country
Real Friends,0," 1,570 ", -   , -   ,West Coast
Beautiful Drug,0," 1,571 ", 52 , 20 ,Country
Heartbeat,0," 1,572 ", 42 , 14 ,Country
Feedback,0," 1,573 ", -   , -   ,Industrial
679,0," 1,574 ", 4 , 40 ,R&;B
What Do You Mean?,0," 1,575 ", 1 , 31 ,Canada
Like I'm Gonna Lose You,0," 1,576 ", 8 , 39 ,Pop
White Iverson,0," 1,577 ", 14 , 30 ,Hip-Hop
Like I Would,0," 1,578 ", 55 , 3 ,R&;B
Stand By You,0," 1,579 ", 37 , 20 ,Pop
I Know What You Did Last Summer,0," 1,580 ", 20 , 20 ,Pop
With Them,0," 1,581 ", -   , -   ,Atlanta
Home Alone Tonight,0," 1,582 ", 38 , 19 ,Country
Digits,0," 1,583 ", -   , -   ,Atlanta
Something In The Way You Move,0," 1,584 ", 43 , 10 ,Pop
Make Me Like You,0," 1,585 ", 54 , 5 ,Pop
Hide Away,0," 1,586 ", 23 , 27 ,Electro-Pop
Here,0," 1,587 ", 5 , 34 ,Producer
Same Old Love,0," 1,588 ", 5 , 28 ,Pop
Ex's & Oh's,0," 1,589 ", 10 , 38 ,Adult Contemporary
In The Night,0," 1,590 ", 12 , 20 ,Canada
Adventure Of A Lifetime,0," 1,591 ", 13 , 20 ,Dance-Pop
Backroad Song,0," 1,592 ", 49 , 16 ,Country
Can't Feel My Face,0," 1,593 ", 1 , 41 ,Indie Pop
We Went,0," 1,594 ", 60 , 13 ,Country
Break On Me.,0," 1,595 ", 54 , 12 ,Country
Watch Out,0," 1,596 ", 64 , 11 ,Rap
Get Ugly,0," 1,597 ", 52 , 12 ,Pop
Gotta Lotta,0," 1,598 ", -   , -   ,Rap
Antidote,0," 1,599 ", 16 , 26 ,Trap
See You Again,0," 1,600 ", 1 , 52 ,Hip-Hop
Hello Friday,0," 1,601 ", -   , -   ,Rap
Til It Happens To You,0," 1,602 ", -   , -   ,Screen
Walking On A Dream,0," 1,603 ", 65 , 5 ,Adult Alternative
History,0," 1,604 ", 65 , 6 ,Boy Band
Wildest Dreams,0," 1,605 ", 5 , 27 ,Dream-Pop
Dibs,0," 1,606 ", 58 , 17 ,Country
Out Of The Woods,0," 1,607 ", 18 , 10 ,Electro-Pop
Hollow,0," 1,608 ", 68 , 11 ,Christian
Look At My Dab,0," 1,609 ", -   , -   ,Trap
I Love This Life,0," 1,610 ", 56 , 18 ,Country
Break Up In A Small Town,0," 1,611 ", 29 , 20 ,Country
On My Mind,0," 1,612 ", 13 , 22 ,Gaming
Confident,0," 1,613 ", 21 , 20 ,Pop-Rock
Stay A Little Longer,0," 1,614 ", 46 , 20 ,Country
All I Ask,0," 1,615 ", -   , -   ,UK
Good To Be Alive,0," 1,616 ", 62 , 10 ,Pop
Bang My Head,0," 1,617 ", 76 , 6 ,Pop
Irresistible,0," 1,618 ", 48 , 14 ,Pop-Punk
Do It Like Me,0," 1,619 ", 45 , 15 ,Rap
Dessert,0," 1,620 ", 68 , 11 ,R&;B
Watch Me,0," 1,621 ", 3 , 51 ,Pop
Fly shit Only,0," 1,622 ", -   , -   ,Trap
WTF,0," 1,623 ", 22 , 14 ,Rap
Whisper,0," 1,624 ", -   , -   ,Country
The Fix,0," 1,625 ", 62 , 20 ,R&;B
No Role Modelz,0," 1,626 ", 36 , 25 ,Producer
Big Rings,0," 1,628 ", 52 , 20 ,Canada
Country Nation,0," 1,629 ", 94 , 2 ,Country
Back Up,0," 1,630 ", 47 , 18 ,Rap
Jam,0," 1,631 ", -   , -   ,R&;B
Alive,0," 1,632 ", 56 , 3 ,Australia
Play No Games,0," 1,633 ", 84 , 14 ,R&;B
I Got The Boy,0," 1,634 ", 56 , 16 ,Country
Mr. Misunderstood,0," 1,635 ", 84 , 5 ,Country
Gonna Know We Were Here,0," 1,636 ", 54 , 16 ,Country
Emperor's New Clothes,0," 1,637 ", 68 , 4 ,Emo
Bottom Of The Bottle,0," 1,638 ", -   , -   ,Rap
Locked Away,0," 1,639 ", 6 , 27 ,Dancehall
I'll Show You,0," 1,640 ", 19 , 12 ,Canada
New Americana,0," 1,641 ", 60 , 17 ,Alternative
Death Of A Bachelor,0," 1,642 ", -   , -   ,Swing
Lay It All On Me,0," 1,643 ", 48 , 16 ,UK
Right Hand,0," 1,644 ", 58 , 19 ,Canada
Come Get Her,0," 1,645 ", 56 , 19 ,Rap
Ginza,0," 1,646 ", 84 , 15 ,Rap
Trap Queen,0," 1,647 ", 2 , 52 ,Hip-Hop
Lazarus,0," 1,648 ", -   , -   ,Art Pop
Space Oddity,0," 1,649 ", 15 , 15 ,Psychedelic
Under Pressure,0," 1,650 ", 29 , 16 ,Adult Alternative
Used To Love You,0," 1,652 ", 52 , 9 ,Pop
Gonna,0," 1,653 ", 54 , 18 ,Country
RGF Island,0," 1,654 ", 57 , 14 ,East Coast
Blase,0," 1,655 ", 63 , 18 ,Rap
Where Ya At,0," 1,656 ", 28 , 25 ,Atlanta
Downtown,0," 1,657 ", 12 , 20 ,Funk
Top Of The World,0," 1,658 ", 73 , 13 ,Country
Smoke Break,0," 1,659 ", 43 , 19 ,Country
Hit The Quan,0," 1,660 ", 15 , 20 ,Rap
Burning House,0," 1,661 ", 29 , 25 ,Country
Liquor,0," 1,662 ", 60 , 17 ,R&;B
Stick Talk,0," 1,663 ", 91 , 2 ,Atlanta
The Feeling,0," 1,664 ", 31 , 7 ,Canada
Zero,0," 1,665 ", 80 , 2 ,Funk
Jugg,0," 1,666 ", 86 , 6 ,R&;B
Little More,0," 1,667 ", -   , -   ,Electronic
Mary Did You Know,0," 1,668 ", -   , -   ,Pop
Good For You,0," 1,669 ", 5 , 26 ,Rap
Drag Me Down,0," 1,670 ", 3 , 20 ,Rock
Climb Every Mountain,0," 1,671 ", -   , -   ,Pop
Back To Back,0," 1,672 ", 21 , 20 ,Canada
Nothin' Like You,0," 1,673 ", 51 , 19 ,Country
Strip It Down,0," 1,674 ", 30 , 20 ,Country
God Only Knows,0," 1,675 ", -   , -   ,Pop
Somebody To Love,0," 1,676 ", 21 , 2 ,Pop
Renegades,0," 1,677 ", 17 , 35 ,Pop
Mark My Words,0," 1,678 ", 42 , 4 ,Canada
Already Callin' You Mine,0," 1,679 ", 91 , 3 ,Country
Random,0," 1,680 ", -   , -   ,Pop
No Pressure,0," 1,681 ", 49 , 4 ,Rap
Drifting,0," 1,682 ", -   , -   ,R&;B
I'm Comin' Over,0," 1,683 ", 33 , 23 ,Country
No Sense,0," 1,685 ", 54 , 3 ,Rap
Daddy,0," 1,686 ", -   , -   ,Pop
Let Me See Ya Girl,0," 1,687 ", 59 , 18 ,Country
Remedy,0," 1,688 ", -   , -   ,UK
Life Is Worth Living,0," 1,689 ", 67 , 2 ,Canada
Love Myself,0," 1,690 ", 30 , 16 ,Dance-Pop
Great Is Thy Faithfulness,0," 1,691 ", -   , -   ,Christian
Break Up With Him,0," 1,692 ", 44 , 20 ,Country
Children,0," 1,693 ", -   , -   ,Electronic
Been You,0," 1,694 ", -   , -   ,Electronic
If I Could Fly,0," 1,695 ", -   , -   ,Ballad
Olivia,0," 1,696 ", -   , -   ,Boy Band
Get Used To It,0," 1,697 ", -   , -   ,Electronic
A.M.,0," 1,698 ", -   , -   ,Boy Band
Temporary Fix,0," 1,699 ", -   , -   ,Boy Band
Trust,0," 1,700 ", -   , -   ,R&;B
Shut Up And Dance,0," 1,701 ", 4 , 53 ,Adult Contemporary
Fight Song,0," 1,703 ", 6 , 31 ,Power Pop
Writing's On The Wall,0," 1,704 ", 71 , 2 ,Soundtrack
Anything Goes,0," 1,705 ", 55 , 18 ,Country
Cool For The Summer,0," 1,706 ", 11 , 20 ,Pop
Comfortable,0," 1,707 ", 54 , 15 ,Rap
Save It For A Rainy Day,0," 1,708 ", 54 , 17 ,Country
Diamonds Dancing,0," 1,709 ", 53 , 8 ,Rap
Hold My Hand,0," 1,712 ", 86 , 6 ,House
Levels,0," 1,713 ", 44 , 12 ,Pop
Want To Want Me,0," 1,714 ", 5 , 35 ,Pop
All Eyes On You,0," 1,715 ", 21 , 20 ,DMV
Scholarships,0," 1,716 ", 69 , 7 ,Trap
Digital Dash,0," 1,717 ", 62 , 7 ,Trap
Marvin Gaye,0," 1,718 ", 21 , 20 ,Pop
Used To Love You Sober,0," 1,719 ", -   , -   ,Country
Gonna Wanna Tonight,0," 1,720 ", 67 , 12 ,Country
Nothing But Trouble,0," 1,721 ", 86 , 7 ,Screen
Powerful,0," 1,722 ", 83 , 6 ,Pop
100,0," 1,723 ", 82 , 10 ,Trap
Flex,0," 1,724 ", 26 , 27 ,Rap
Lose My Mind,0," 1,725 ", 48 , 20 ,Country
This Could Be Us,0," 1,726 ", 49 , 20 ,Rap
"John Cougar, John Deere, John 3:16",0," 1,727 ", 40 , 20 ,Country
Live From The Gutter,0," 1,728 ", 74 , 5 ,Trap
I'm The Plug,0," 1,729 ", 76 , 5 ,Trap
Can't Sleep Love,0," 1,730 ", -   , -   ,A Cappella
Bad Blood,0," 1,731 ", 1 , 25 ,Electro-Hop
El Perdon,0," 1,732 ", 56 , 30 ,Latin Music
House Party,0," 1,733 ", 26 , 20 ,Country
Fly,0," 1,734 ", 61 , 14 ,Country
Change Locations,0," 1,735 ", 82 , 3 ,Trap
Love Me,0," 1,736 ", -   , -   ,Alternative Pop
Uma Thurman,0," 1,737 ", 22 , 27 ,Electronic Rock
Planez,0," 1,738 ", 44 , 20 ,R&;B
Buy Me A Boat,0," 1,739 ", 41 , 20 ,Country
Plastic Bag,0," 1,740 ", 78 , 2 ,Rap
Jersey,0," 1,741 ", 87 , 2 ,Trap
Cecilia And The Satellite,0," 1,742 ", 96 , 3 ,Alternative Pop
Hold Each Other,0," 1,743 ", 99 , 2 ,R&;B
Black Magic,0," 1,744 ", 67 , 8 ,Dance-Pop
30 For 30 Freestyle,0," 1,745 ", 88 , 2 ,Canada
Kick The Dust Up,0," 1,746 ", 26 , 20 ,Country
Classic Man,0," 1,747 ", 22 , 21 ,R&;B
"Honey, I'm Good.",0," 1,748 ", 9 , 31 ,Rock
Crash And Burn,0," 1,749 ", 36 , 20 ,Pop
Runnin',0," 1,750 ", -   , -   ,Drum &; Bass
"I Don't Like It, I Love It",0," 1,751 ", 43 , 14 ,Pop
R.I.C.O.,0," 1,753 ", 40 , 13 ,Gangsta Rap
Post To Be,0," 1,754 ", 13 , 37 ,DMV
Tell Your Friends,0," 1,755 ", 54 , 3 ,Canada
Hell Of A Night,0," 1,756 ", 55 , 16 ,Country
She's Kinda Hot,0," 1,757 ", 22 , 9 ,Australia
About You,0," 1,758 ", 83 , 3 ,R&;B
Real Life,0," 1,759 ", 74 , 13 ,Country
Should've Been Us,0," 1,760 ", 51 , 10 ,Pop
Firestone,0," 1,761 ", -   , -   ,Tropical House
Loving You Easy,0," 1,762 ", 40 , 17 ,Country
Prisoner,0," 1,763 ", 47 , 3 ,Canada
Dark Times,0," 1,764 ", 91 , 3 ,R&;B
Beautiful Now,0," 1,765 ", 64 , 14 ,House
Rotten To The Core,0," 1,766 ", 38 , 6 ,Disney
Do It Again,0," 1,767 ", 71 , 11 ,Pop
One Man Can Change The World,0," 1,768 ", 82 , 10 ,Rap
Cheyenne,0," 1,769 ", 66 , 7 ,R&;B
Omen,0," 1,770 ", 64 , 6 ,UK
Shameless,0," 1,771 ", 79 , 2 ,Canada
The Night Is Still Young,0," 1,772 ", 31 , 17 ,Pop
Hey Mama,0," 1,773 ", 8 , 24 ,Pop
Roots,0," 1,774 ", -   , -   ,Alternative Dance
Losers,0," 1,775 ", -   , -   ,Canada
Jet Black Heart,0," 1,776 ", -   , -   ,Australia
Love Me Like You Do,0," 1,777 ", 3 , 34 ,UK
Nasty Freestyle,0," 1,778 ", 9 , 20 ,Memes
Straight Outta Compton,0," 1,779 ", 38 , 2 ,Hip-Hop
Be Real,0," 1,780 ", 43 , 20 ,Rap
Sangria,0," 1,781 ", 38 , 20 ,Country
Kiss You In The Morning,0," 1,782 ", 55 , 14 ,Country
One Hell Of An Amen,0," 1,783 ", 44 , 18 ,Country
High By The Beach,0," 1,784 ", 51 , 3 ,Psychedelic
I'm To Blame,0," 1,785 ", -   , -   ,Country
Talking Body,0," 1,786 ", 12 , 30 ,Electro-Pop
Like A Wrecking Ball,0," 1,787 ", 51 , 22 ,Country
Wet Dreamz,0," 1,788 ", 61 , 20 ,Producer
Tonight Looks Good On You,0," 1,789 ", 46 , 18 ,Country
Fun,0," 1,790 ", 40 , 15 ,Rap
How Many Times,0," 1,791 ", 68 , 15 ,R&;B
Fly Away,0," 1,792 ", -   , -   ,Australia
You Know You Like It,0," 1,793 ", 13 , 21 ,French Pop
If Only,0," 1,794 ", 94 , 2 ,Screen
Commas,0," 1,795 ", 55 , 20 ,Atlanta
100 Grandkids,0," 1,796 ", -   , -   ,Rap
Take Your Time,0," 1,797 ", 20 , 32 ,Country
Slow Motion,0," 1,798 ", 26 , 26 ,R&;B
Charged Up,0," 1,799 ", -   , -   ,Canada
Love You Like That,0," 1,800 ", 46 , 20 ,Country
This Summer's Gonna Hurt...,0," 1,801 ", 23 , 13 ,Rock
Crushin' It,0," 1,802 ", 66 , 15 ,Country
The Matrimony,0," 1,803 ", 70 , 19 ,DMV
Good Thing,0," 1,804 ", 75 , 8 ,Pop
Shake It Off,0," 1,806 ", 1 , 50 ,Dance-Pop
No Sleeep,0," 1,807 ", 63 , 2 ,Remix
Fire N Gold,0," 1,808 ", -   , -   ,Pop
Love Me Like You Mean It,0," 1,809 ", 45 , 18 ,Pop
Bright,0," 1,810 ", 40 , 20 ,Alternative Pop
Kings Never Die,0," 1,811 ", 80 , 2 ,Rock
Yoga,0," 1,812 ", 79 , 6 ,Pop
Back It Up,0," 1,813 ", 92 , 2 ,Pop
Like I Can,0," 1,814 ", 99 , 2 ,UK
Baby Be My Love Song,0," 1,815 ", 56 , 16 ,Country
Sippin' On Fire,0," 1,816 ", 40 , 20 ,Country
Blow A Bag,0," 1,817 ", -   , -   ,Atlanta
Tear In My Heart,0," 1,818 ", 82 , 8 ,Electro-Pop
Dance Like We're Making Love,0," 1,819 ", -   , -   ,Pop
Somebody,0," 1,820 ", 10 , 26 ,Electro-Pop
Style,0," 1,821 ", 6 , 32 ,Pop-Rock
Don't It,0," 1,822 ", 44 , 20 ,Country
Little Toy Guns,0," 1,823 ", 47 , 18 ,Country
I Really Like You,0," 1,824 ", 39 , 20 ,Canada
Lord Knows,0," 1,825 ", 88 , 2 ,Trap
Jump Out The Face,0," 1,826 ", 91 , 2 ,Rap
Hood Go Crazy,0," 1,827 ", 90 , 7 ,Rap
Love Is Your Name,0," 1,828 ", -   , -   ,Country
Bad For You,0," 1,829 ", 78 , 2 ,Rap
Smoke,0," 1,830 ", 47 , 20 ,Country
Brother,0," 1,831 ", 98 , 2 ,Christian
Budapest,0," 1,832 ", 32 , 23 ,Rock
Blank Space,0," 1,833 ", 1 , 36 ,Teen Pop
Coffee,0," 1,834 ", 78 , 3 ,Soul
Know Yourself,0," 1,835 ", 53 , 20 ,Trap
Flashlight,0," 1,836 ", 61 , 7 ,UK
Dear Future Husband,0," 1,837 ", 14 , 24 ,Pop
One Last Time,0," 1,838 ", 13 , 20 ,UK
Energy,0," 1,839 ", 26 , 20 ,Producer
Wild Child,0," 1,840 ", 56 , 15 ,Country
I Need Your Love,0," 1,841 ", 66 , 8 ,Pop
Pretty Girls,0," 1,842 ", 29 , 8 ,Producer
Check,0," 1,843 ", -   , -   ,Atlanta
Lay Me Down,0," 1,844 ", 8 , 20 ,UK
Sparks,0," 1,845 ", -   , -   ,Synth-Pop
I Don't Get Tired,0," 1,847 ", 90 , 9 ,R&;B
Flicka Da Wrist,0," 1,848 ", 94 , 4 ,Rap
Nasty,0," 1,849 ", 41 , 9 ,Rap
Time Of Our Lives,0," 1,850 ", 9 , 27 ,Pop
Chains,0," 1,851 ", 13 , 20 ,Pop
All Day,0," 1,852 ", 15 , 15 ,UK
I Want You To Know,0," 1,853 ", 17 , 16 ,Electro House
Phenomenal,0," 1,854 ", -   , -   ,Soundtrack
"Ulay, Oh",0," 1,855 ", -   , -   ,Pop
Truffle Butter,0," 1,856 ", 14 , 20 ,Canada
FourFiveSeconds,0," 1,857 ", 4 , 20 ,Acoustic
Electric Body,0," 1,858 ", 80 , 2 ,Cloud Rap
You Changed Me,0," 1,859 ", 93 , 2 ,R&;B
All About That Bass,0," 1,860 ", 1 , 47 ,Adult Contemporary
Homegrown,0," 1,861 ", 35 , 20 ,Country
Heartbeat Song,0," 1,862 ", 21 , 20 ,Pop
I Bet,0," 1,863 ", 43 , 14 ,R&;B
King Kunta,0," 1,864 ", 58 , 11 ,Producer
Raise 'Em Up,0," 1,865 ", 56 , 14 ,Country
Please,0," 1,866 ", -   , -   ,Pop
Feeling Myself,0," 1,867 ", 39 , 20 ,Rap
Take Me To Church,0," 1,868 ", 2 , 41 ,Blues
Ayo,0," 1,869 ", 21 , 20 ,R&;B
Change My Mind,0," 1,870 ", -   , -   ,Rock
She Don't Love You,0," 1,871 ", 77 , 12 ,Country
Games,0," 1,872 ", 92 , 5 ,Country
Throw Sum Mo,0," 1,873 ", 30 , 20 ,Trap
I'm Not The Only One,0," 1,874 ", 5 , 37 ,Piano
A Guy Walks Into A Bar,0," 1,875 ", 51 , 20 ,Country
Geronimo,0," 1,876 ", 53 , 21 ,Rock
Say You Do,0," 1,877 ", 52 , 18 ,Country
Nothing Without Love,0," 1,878 ", 77 , 4 ,Rock
Beautiful Life,0," 1,879 ", -   , -   ,Pop
Lips Are Movin,0," 1,880 ", 4 , 29 ,Doo-Wop
Ain't Worth The Whiskey,0," 1,881 ", 43 , 19 ,Country
Nobody Love,0," 1,882 ", 60 , 11 ,Pop
American Oxygen,0," 1,883 ", 78 , 4 ,R&;B
10 Bands,0," 1,884 ", 58 , 13 ,Trap
Centuries,0," 1,885 ", 10 , 34 ,Punk Rock
Legend,0," 1,886 ", 52 , 12 ,Canada
I Don't Mind,0," 1,887 ", 11 , 23 ,R&;B
Riptide,0," 1,888 ", 30 , 44 ,Australia
Drinking Class,0," 1,889 ", 53 , 22 ,Country
Outside,0," 1,890 ", 29 , 20 ,Electronic
Little Red Wagon,0," 1,891 ", 55 , 11 ,Country
Ride Out,0," 1,892 ", 70 , 3 ,Rap
Only,0," 1,894 ", 12 , 25 ,DMV
Stay With Me,0," 1,895 ", 2 , 54 ,Piano
Lonely Eyes,0," 1,896 ", 50 , 18 ,Country
Bills,0," 1,897 ", 79 , 6 ,Rap
I Don't fuck With You,0," 1,898 ", 11 , 29 ,Hyphy
44388,0," 1,899 ", 13 , 20 ,Pop
Homegrown Honey,0," 1,900 ", 53 , 20 ,Country
Go Hard Or Go Home,0," 1,901 ", 86 , 2 ,Rap
Immortals,0," 1,902 ", 72 , 8 ,Disney
Good Lovin,0," 1,903 ", 91 , 2 ,R&;B
Goodbye,0," 1,904 ", -   , -   ,Pop
Animals,0," 1,905 ", 3 , 33 ,Adult Contemporary
Night Changes,0," 1,906 ", 31 , 20 ,Boy Band
She Knows,0," 1,907 ", 19 , 20 ,R&;B
I Bet My Life,0," 1,908 ", 28 , 22 ,Indie Pop
CoCo,0," 1,909 ", 20 , 20 ,Trap
Apparently,0," 1,910 ", 58 , 16 ,Producer
I See You,0," 1,911 ", 41 , 19 ,Country
Failure,0," 1,912 ", -   , -   ,Post-Grunge
Lonely Tonight,0," 1,913 ", 47 , 17 ,Country
Baby Blue,0," 1,914 ", -   , -   ,Rap
Just Gettin' Started,0," 1,915 ", 54 , 18 ,Country
Make Me Wanna,0," 1,916 ", 43 , 20 ,Country
Chandelier,0," 1,917 ", 8 , 46 ,Adult Contemporary
No Type,0," 1,918 ", 16 , 26 ,Rap
The Blacker The Berry,0," 1,919 ", -   , -   ,Conscious Hip-Hop
Mean To Me,0," 1,920 ", 53 , 20 ,Country
Fairly Local,0," 1,921 ", -   , -   ,Alternative
The Heart Wants What It Wants,0," 1,922 ", 6 , 20 ,R&;B
You're So Beautiful,0," 1,923 ", 47 , 4 ,Rap
Wesley's Theory,0," 1,924 ", -   , -   ,Jazz-Funk
I Lived,0," 1,925 ", 32 , 17 ,Screen
These Walls,0," 1,926 ", -   , -   ,Screen
Institutionalized,0," 1,927 ", -   , -   ,Producer
The Hanging Tree,0," 1,928 ", 12 , 17 ,Soundtrack
Ghost,0," 1,929 ", 21 , 20 ,Soul
Masterpiece,0," 1,930 ", 65 , 3 ,UK
Conqueror,0," 1,931 ", 42 , 2 ,TV
What We Ain't Got,0," 1,932 ", 89 , 11 ,Country
Love Me Harder,0," 1,933 ", 7 , 22 ,R&;B
Sun Daze,0," 1,934 ", 44 , 20 ,Country
Like A Cowboy,0," 1,935 ", 62 , 14 ,Country
Talladega,0," 1,936 ", 43 , 20 ,Country
Adore,0," 1,937 ", -   , -   ,R&;B
Sledgehammer,0," 1,938 ", 40 , 15 ,Electro-Pop
Not For Long,0," 1,939 ", 80 , 9 ,R&;B
Bang Bang,0," 1,941 ", 3 , 31 ,UK
First Kiss,0," 1,942 ", -   , -   ,Rock
Often,0," 1,943 ", 59 , 20 ,Canada
All Your Fault,0," 1,944 ", -   , -   ,Rap
You Are In Love,0," 1,945 ", -   , -   ,Pop
Stuck On A Feeling,0," 1,946 ", 43 , 10 ,R&;B
Only One,0," 1,947 ", 35 , 8 ,Screen
No Tellin',0," 1,948 ", 81 , 2 ,Trap
Tuesday,0," 1,949 ", 12 , 22 ,Bedroom Pop
Habits,0," 1,950 ", 3 , 39 ,Electro-Pop
Wonderland,0," 1,951 ", -   , -   ,Electro-Pop
6 God,0," 1,952 ", -   , -   ,Alternative R&;B
Used To,0," 1,953 ", 84 , 2 ,Trap
Take It On Back,0," 1,954 ", 82 , 8 ,Country
What Kind Of Man,0," 1,955 ", 88 , 2 ,Alternative Rock
Shots,0," 1,956 ", 75 , 3 ,Indie Pop
The Body,0," 1,957 ", 87 , 6 ,R&;B
Now & Forever,0," 1,958 ", -   , -   ,R&;B
6 Man,0," 1,959 ", -   , -   ,Trap
Heroes,0," 1,960 ", 31 , 20 ,Electronic
Shotgun Rider,0," 1,962 ", 38 , 20 ,Country
Where You Belong,0," 1,963 ", -   , -   ,Canada
I Put A Spell On You,0," 1,964 ", -   , -   ,Cover
Keep Your Money,0," 1,965 ", -   , -   ,Screen
Body Language,0," 1,968 ", 72 , 18 ,R&;B
L.A.LOVE,0," 1,969 ", 27 , 18 ,R&;B
A Little Too Much,0," 1,970 ", -   , -   ,Pop
God Made Girls,0," 1,971 ", 61 , 16 ,Country
Hotel,0," 1,972 ", -   , -   ,R&;B
Out The Speakers,0," 1,973 ", -   , -   ,Pop
I Mean It,0," 1,974 ", 98 , 4 ,West Coast
Rude,0," 1,975 ", 1 , 41 ,Canada
All About It,0," 1,976 ", 71 , 4 ,UK
Til It's Gone,0," 1,977 ", 60 , 14 ,Country
Can't Stop Dancin',0," 1,978 ", 88 , 3 ,Pop
Perfect Storm,0," 1,979 ", 52 , 17 ,Country
Steal My Girl,0," 1,980 ", 13 , 18 ,Boy Band
Don't Tell 'Em,0," 1,981 ", 6 , 31 ,Fashion
Black Widow,0," 1,982 ", 3 , 30 ,Australia
Blame,0," 1,983 ", 19 , 20 ,Electronic
Hot Boy,0," 1,984 ", 6 , 25 ,Deutscher Rap
Hold You Down,0," 1,985 ", 39 , 20 ,R&;B
No Love,0," 1,986 ", 69 , 18 ,Soul
Stolen Dance,0," 1,987 ", 39 , 25 ,Alternative
Somewhere In My Car,0," 1,989 ", 49 , 20 ,Country
Close Your Eyes,0," 1,990 ", 69 , 16 ,Country
Best Friends,0," 1,991 ", -   , -   ,Pop
Neon Light,0," 1,992 ", 43 , 20 ,Non-Music
Trumpets,0," 1,993 ", 14 , 32 ,Pop
Anaconda,0," 1,994 ", 2 , 22 ,Memes
Lifestyle,0," 1,995 ", 16 , 25 ,Atlanta
Try,0," 1,996 ", 55 , 20 ,Feminism
Something Big,0," 1,997 ", 80 , 3 ,Pop
In Your Arms,0," 1,998 ", 72 , 12 ,Norge
Bed Of Lies,0," 1,999 ", 62 , 6 ,Soul Pop
Yellow Flicker Beat,0," 2,000 ", 34 , 9 ,New Zealand
Santa Tell Me,0," 2,001 ", 42 , 5 ,R&;B
Burnin' Up,0," 2,002 ", 86 , 6 ,R&;B
Break The Rules,0," 2,003 ", 91 , 3 ,Electronic Rock
Shell Shocked,0," 2,004 ", 84 , 3 ,Soundtrack
Title,0," 2,005 ", -   , -   ,Pop
Wasted Love,0," 2,006 ", -   , -   ,Rock
My Baby's Got A Smile On Her Face,0," 2,007 ", -   , -   ,Pop
Velvet,0," 2,008 ", -   , -   ,The Voice
About The Money,0," 2,009 ", 42 , 20 ,Atlanta
Soldier,0," 2,010 ", -   , -   ,The Voice
Girl In A Country Song,0," 2,011 ", 54 , 20 ,Satire
Get On Your Knees,0," 2,012 ", -   , -   ,Pop
Fireball,0," 2,013 ", 23 , 20 ,Rap
Cool Kids,0," 2,014 ", 13 , 23 ,Pop
New Flame,0," 2,015 ", 27 , 22 ,R&;B
Make It Rain,0," 2,016 ", 34 , 2 ,Screen
The Old Rugged Cross,0," 2,017 ", -   , -   ,Country
No Flex Zone,0," 2,018 ", 36 , 20 ,Trap
Have Yourself A Merry Little Christmas,0," 2,019 ", -   , -   ,Pop
Come Join The Murder,0," 2,020 ", -   , -   ,Rock
The Blower's Daughter,0," 2,021 ", -   , -   ,Pop
0 To 100 / The Catch Up,0," 2,022 ", 35 , 20 ,Canada
Burnin' It Down,0," 2,023 ", 12 , 20 ,Country
Look At You,0," 2,024 ", 73 , 14 ,Country
Day Drinking,0," 2,025 ", 40 , 20 ,Country
Feelin' It,0," 2,026 ", 84 , 11 ,Country
Break Free,0," 2,027 ", 4 , 22 ,Electro-Pop
Fancy,0," 2,028 ", 1 , 39 ,Fashion
Guts Over Fear,0," 2,029 ", 22 , 3 ,Pop
I Walk The Line,0," 2,030 ", -   , -   ,Country
This Is How We Do,0," 2,031 ", 24 , 18 ,Dance-Pop
Baby Don't Lie,0," 2,032 ", 46 , 6 ,R&;B
Roller Coaster,0," 2,033 ", 43 , 20 ,Country
All Of Me,0," 2,034 ", 1 , 59 ,Piano
Bailando,0," 2,035 ", 12 , 30 ,Electro House
Boom Clap,0," 2,036 ", 8 , 25 ,Electro-Pop
Happy,0," 2,037 ", 1 , 47 ,Funk-Pop
Do They Know It's Christmas?,0," 2,038 ", -   , -   ,Charity
Dirt,0," 2,039 ", 11 , 20 ,Country
Good Girls,0," 2,040 ", 34 , 2 ,Australia
Stockholm Syndrome,0," 2,041 ", -   , -   ,Boy Band
You And Your Friends,0," 2,042 ", 82 , 10 ,Rap
Am I Wrong,0," 2,043 ", 4 , 31 ,Norge
Maps,0," 2,044 ", 6 , 22 ,Adult Contemporary
Leave The Night On,0," 2,045 ", 30 , 21 ,Rock
Amnesia,0," 2,046 ", 16 , 20 ,Australia
